Date,Open,High,Low,Close,Adj Close,Volume
2016-08-31,16885.16016,17156.35938,16285.41016,16449.83984,16449.83984,2493200
2016-09-30,16566.0293,17461.0293,16554.83008,17425.01953,17425.01953,2222800
2016-10-31,17380.53906,18482.93945,16111.80957,18308.48047,18308.48047,3236600
2016-11-30,18535.24023,19592.90039,18227.39063,19114.36914,19114.36914,3038700
2016-12-31,19298.67969,19615.40039,18650.33008,19041.33984,19041.33984,2440400
2017-01-31,18926.9707,19519.43945,18805.32031,19118.99023,19118.99023,2606300
2017-02-28,19226.93945,19668.00977,18909.25977,18909.25977,18909.25977,2646000
2017-03-31,18988,19289.42969,18224.67969,19196.74023,19196.74023,2178500
2017-04-30,19154.0293,19998.49023,19144.61914,19650.57031,19650.57031,2230200
2017-05-31,19692.16016,20318.10938,19686.32031,20033.42969,20033.42969,2326500
2017-06-30,20056.32031,20200.88086,19856.65039,19925.17969,19925.17969,1790600
2017-07-31,19907.08008,20113.73047,19280.01953,19646.24023,19646.24023,1876000
2017-08-31,19733.57031,20481.26953,19239.51953,20356.2793,20356.2793,1807500
2017-09-30,20400.50977,22086.88086,20363.2793,22011.60938,22011.60938,1872800
2017-10-31,22144.91992,23382.15039,21972.33984,22724.96094,22724.96094,1981200
2017-11-30,22916.92969,22994.33008,22119.21094,22764.93945,22764.93945,1582100
2017-12-31,23073.73047,24129.33984,23065.19922,23098.28906,23098.28906,1606300
2018-01-31,23276.09961,23492.76953,20950.15039,22068.24023,22068.24023,1840200
2018-02-28,21901.13086,21971.16016,20347.49023,21454.30078,21454.30078,1732700
2018-03-31,21441.57031,22495.56055,21056.01953,22467.86914,22467.86914,1386000
2018-04-30,22453.41992,23050.39063,21931.65039,22201.82031,22201.82031,1607600
2018-05-31,22126.25,23011.57031,22038.40039,22304.50977,22304.50977,1513500
2018-06-30,22233.80078,22949.32031,21462.94922,22553.7207,22553.7207,1523800
2018-07-31,22642.17969,23032.16992,21851.32031,22865.15039,22865.15039,1515200
2018-08-31,22819.16992,24286.09961,22172.90039,24120.03906,24120.03906,1447600
2018-09-30,24173.36914,24448.07031,20971.92969,21920.46094,21920.46094,1822800
2018-10-31,21906.41016,22583.42969,21243.38086,22351.06055,22351.06055,1534700
2018-11-30,22629.39063,22698.78906,18948.58008,20014.76953,20014.76953,1529200
2018-12-31,19655.13086,20892.67969,19241.36914,20773.49023,20773.49023,1275600
2019-01-31,20797.0293,21610.88086,20315.31055,21385.16016,21385.16016,1276100
2019-02-28,21490.01953,21860.39063,20911.57031,21205.81055,21205.81055,1396900
2019-03-31,21500.89063,22362.91992,21471.11914,22258.73047,22258.73047,1187800
